1.7337792800717427e+18,-0.007265741005539894,-5.9845559619020605e-09,-0.09864505380392075,46.441375732421875
1.7337792801697277e+18,-0.0072405701503157616,-4.065007441766966e-09,-0.09866932034492493,46.42950439453125
1.73377928027095e+18,-0.007220067083835602,-1.0778078429751758e-09,-0.09869571030139923,46.4176025390625
1.733779280370615e+18,-0.0071922242641448975,5.7716360579718184e-09,-0.09872499108314514,46.405731201171875
1.7337792805029455e+18,-0.0071657695807516575,7.551316905107797e-09,-0.09875669330358505,46.39385986328125
1.733779280571391e+18,-0.0071657695807516575,7.551316905107797e-09,-0.09875669330358505,46.39385986328125
1.7337792806711567e+18,-0.007140222005546093,1.0635439195993968e-08,-0.09879032522439957,46.3819580078125
1.7337792807643924e+18,-0.00711915222927928,1.2786085967775307e-08,-0.09882547706365585,46.370086669921875
1.733779280864901e+18,-0.007096453569829464,1.6434416494348625e-08,-0.09886227548122406,46.358184814453125
1.7337792809751058e+18,-0.007069363724440336,1.7244119021597726e-08,-0.09890082478523254,46.346282958984375
1.7337792810699523e+18,-0.00704573281109333,2.2165000501672694e-08,-0.09894038736820221,46.334381103515625
1.7337792811732372e+18,-0.00704573281109333,2.2165000501672694e-08,-0.09894038736820221,46.334381103515625
1.7337792812864108e+18,-0.007023800164461136,2.1066577815531673e-08,-0.09898081421852112,46.322479248046875
1.7337792813907848e+18,-0.006998349446803331,2.2733068760771857e-08,-0.0990227535367012,46.310577392578125
1.7337792814964603e+18,-0.006979943718761206,2.290176581709602e-08,-0.09906546771526337,46.298675537109375
1.7337792815732925e+18,-0.006955229677259922,2.516691921528036e-08,-0.09910944104194641,46.2867431640625
1.7337792816748828e+18,-0.006930152419954538,2.143343635907513e-08,-0.09915438294410706,46.274810791015625
1.7337792817722232e+18,-0.006930152419954538,2.143343635907513e-08,-0.09915438294410706,46.274810791015625
1.7337792819042793e+18,-0.0069049689918756485,1.9353159075308213e-08,-0.09919991344213486,46.26287841796875
1.7337792819699581e+18,-0.0068834624253213406,1.6053640194968466e-08,-0.09924570471048355,46.250946044921875
1.7337792821117604e+18,-0.006860028021037579,1.294290719044966e-08,-0.0992918536067009,46.239013671875
1.7337792821710518e+18,-0.006834046449512243,1.0003391892610125e-08,-0.0993383601307869,46.22705078125
1.733779282317601e+18,-0.006807335186749697,7.2181647325919585e-09,-0.09938528388738632,46.215118408203125
1.7337792823711165e+18,-0.006807335186749697,7.2181647325919585e-09,-0.09938528388738632,46.215118408203125
1.733779282462201e+18,-0.00678066723048687,4.571431233557632e-09,-0.09943202883005142,46.203155517578125
1.733779282570107e+18,-0.0067537096329033375,5.99474736517891e-09,-0.09947831183671951,46.191192626953125
1.733779282670928e+18,-0.006730375811457634,4.278072562868829e-09,-0.09952381253242493,46.179229736328125
1.733779282787237e+18,-0.0067050340585410595,1.665015347818155e-09,-0.09956876188516617,46.167236328125
1.7337792828782904e+18,-0.006675441283732653,-8.444145382924262e-10,-0.09961356222629547,46.1552734375
1.7337792829772237e+18,-0.006675441283732653,-8.444145382924262e-10,-0.09961356222629547,46.1552734375
1.7337792831001495e+18,-0.00664648087695241,-3.2643443503843628e-09,-0.09965760260820389,46.143310546875
1.7337792832045563e+18,-0.00661717401817441,-7.439631133365765e-09,-0.09970055520534515,46.131317138671875
1.7337792832706033e+18,-0.006593296770006418,-1.2205660482322855e-08,-0.09974215179681778,46.11932373046875
1.7337792833700132e+18,-0.006562710274010897,-1.3419755084953522e-08,-0.09978299587965012,46.107330322265625
1.7337792835182362e+18,-0.006531582213938236,-1.4963953631763616e-08,-0.09982302784919739,46.0953369140625
1.7337792835700454e+18,-0.006531582213938236,-1.4963953631763616e-08,-0.09982302784919739,46.0953369140625
1.7337792836635932e+18,-0.006500199902802706,-1.7455764833584908e-08,-0.09986178576946259,46.08331298828125
1.7337792837787866e+18,-0.006468312814831734,-1.491794776597999e-08,-0.09989921003580093,46.071319580078125
1.7337792838822339e+18,-0.006439311429858208,-1.3246786778609021e-08,-0.0999349057674408,46.059295654296875
1.733779283983931e+18,-0.00641035009175539,-1.0174715292521341e-08,-0.09996888041496277,46.047271728515625
1.7337792840873467e+18,-0.006376037374138832,-8.199634748962126e-09,-0.10000180453062057,46.035247802734375
1.7337792841898877e+18,-0.006376037374138832,-8.199634748962126e-09,-0.10000180453062057,46.035247802734375
1.733779284296374e+18,-0.006342177279293537,-6.190639556535871e-09,-0.10003349930047989,46.023223876953125
1.7337792843998886e+18,-0.006310994736850262,-4.136558207079588e-09,-0.10006363689899445,46.011199951171875
1.7337792844763016e+18,-0.006279593333601952,-2.025350998025033e-09,-0.10009213536977768,45.999176025390625
1.7337792845697219e+18,-0.006244736723601818,1.551866551929848e-10,-0.10011927783489227,45.98712158203125
1.7337792846694239e+18,-0.006209446582943201,2.416786104575408e-09,-0.10014514625072479,45.97509765625
1.7337792848135112e+18,-0.006209446582943201,2.416786104575408e-09,-0.10014514625072479,45.97509765625
1.7337792848643802e+18,-0.006174013018608093,4.771936623626516e-09,-0.10016947239637375,45.963043212890625
1.7337792849716454e+18,-0.006138653494417667,7.23347248765549e-09,-0.1001921072602272,45.95098876953125
1.7337792850695596e+18,-0.0061060283333063126,1.1080607542623966e-08,-0.10021277517080307,45.93896484375
1.733779285174684e+18,-0.006073515396565199,1.489211776117827e-08,-0.10023164004087448,45.926910400390625
1.733779285326104e+18,-0.006036100443452597,1.916002290158758e-08,-0.1002492904663086,45.91485595703125
1.7337792853708524e+18,-0.006036100443452597,1.916002290158758e-08,-0.1002492904663086,45.91485595703125
1.7337792854696468e+18,-0.0059994421899318695,2.204647664427739e-08,-0.10026569664478302,45.902801513671875
1.7337792855714404e+18,-0.005965297110378742,2.5813019277620697e-08,-0.10028053820133209,45.8907470703125
