1.7337792628989484e+18,101064.265625
1.7337792629744648e+18,101066.5546875
1.7337792631016228e+18,101068.6328125
1.7337792631726825e+18,101069.4921875
1.7337792632708265e+18,101069.828125
1.733779263372837e+18,101066.7734375
1.7337792634719729e+18,101063.71875
1.733779263614613e+18,101056.6484375
1.7337792637172434e+18,101058.0546875
1.7337792637754255e+18,101060.3515625
1.7337792638698524e+18,101061.3203125
1.7337792639704824e+18,101060.0078125
1.7337792640880824e+18,101059.6953125
1.7337792641757604e+18,101058.4140625
1.73377926429572e+18,101057.984375
1.733779264371085e+18,101058.7265625
1.7337792644718006e+18,101060.484375
1.733779264571864e+18,101062.046875
1.7337792647099026e+18,101062.6953125
1.7337792648115812e+18,101062.9140625
1.733779264914495e+18,101062.203125
1.7337792649711677e+18,101061.7109375
1.7337792650724577e+18,101060.8203125
1.73377926517209e+18,101060.5
1.733779265275133e+18,101060.703125
1.7337792653838956e+18,101062.1953125
1.7337792654879245e+18,101065.5234375
1.7337792655738532e+18,101067.8984375
1.733779265672196e+18,101074.265625
1.7337792657950152e+18,101083.0
1.733779265899045e+18,101088.3203125
1.73377926600552e+18,101101.0234375
1.7337792661052524e+18,101116.59375
1.7337792661719375e+18,101125.4921875
1.733779266270815e+18,101145.6015625
1.7337792663725043e+18,101168.84375
1.7337792664726492e+18,101181.6640625
1.7337792665794506e+18,101209.71875
1.7337792667196296e+18,101241.0078125
1.7337792667842826e+18,101257.8671875
1.7337792668884483e+18,101294.0
1.7337792669700273e+18,101333.3359375
1.7337792670704553e+18,101354.1953125
1.7337792671914045e+18,101398.2421875
1.7337792672949376e+18,101445.359375
1.733779267369551e+18,101470.046875
1.7337792674698427e+18,101521.6328125
1.7337792675699628e+18,101576.0859375
1.7337792677678932e+18,101633.3203125
1.7337792678179287e+18,101662.9453125
1.7337792679219428e+18,101724.15625
1.733779267965812e+18,101755.71875
1.7337792680691523e+18,101820.6875
1.7337792681711974e+18,101888.0234375
1.733779268273693e+18,101922.546875
1.733779268371827e+18,101993.2265625
1.7337792684731569e+18,102066.0078125
1.7337792685762847e+18,102103.1484375
1.7337792686738698e+18,102178.859375
1.7337792687756585e+18,102256.390625
1.7337792689114762e+18,102335.6328125
1.7337792689702413e+18,102375.8671875
1.7337792690701752e+18,102457.484375
1.7337792691693944e+18,102498.8515625
1.7337792693203512e+18,102582.625
1.7337792693698803e+18,102667.7109375
1.7337792694707927e+18,102710.71875
1.733779269587291e+18,102797.609375
1.7337792696697375e+18,102885.59375
1.7337792697950815e+18,102929.9765625
1.7337792698721564e+18,103019.453125
1.7337792700000822e+18,103109.8359375
1.7337792701007345e+18,103155.34375
1.7337792701700882e+18,103246.9375
1.7337792702705428e+18,103339.265625
1.7337792703704364e+18,103385.6875
1.7337792704688888e+18,103479.0
1.7337792705697231e+18,103572.90625
1.733779270661378e+18,103620.0625
1.7337792708181747e+18,103714.7578125
1.733779270869659e+18,103809.9296875
1.7337792709837376e+18,103857.6796875
1.733779271087676e+18,103953.4765625
1.7337792711720486e+18,104049.6640625
1.7337792712702095e+18,104097.8828125
1.7337792714011717e+18,104194.578125
1.7337792714698747e+18,104291.578125
1.7337792715728156e+18,104340.1875
1.7337792716720218e+18,104437.609375
1.7337792718156134e+18,104535.2890625
1.7337792718700262e+18,104584.21875
1.733779271970576e+18,104682.2578125
1.7337792720803786e+18,104780.515625
1.7337792721749486e+18,104829.7265625
1.733779272276553e+18,104928.296875
1.733779272375163e+18,105027.078125
1.7337792724703923e+18,105076.5390625
1.7337792725721782e+18,105175.609375
1.73377927267124e+18,105274.875
1.733779272770525e+18,105324.578125
1.733779272870968e+18,105424.125
1.7337792730200842e+18,105523.875
1.7337792730725921e+18,105573.8203125
1.7337792731751916e+18,105673.859375
1.7337792732709005e+18,105774.109375
1.7337792733725888e+18,105824.3046875
1.7337792734727882e+18,105924.859375
1.7337792735736899e+18,106025.625
1.733779273700668e+18,106126.6171875
1.7337792737718254e+18,106177.1875
1.733779273874939e+18,106278.515625
1.7337792739715205e+18,106329.265625
1.733779274071031e+18,106430.9453125
1.7337792742212283e+18,106532.875
1.7337792742788032e+18,106583.9296875
1.7337792743644943e+18,106686.2265625
1.7337792745266616e+18,106788.7890625
1.7337792745704271e+18,106840.1640625
1.7337792746839137e+18,106943.1171875
1.7337792747705088e+18,107046.3515625
1.7337792748951066e+18,107098.0703125
1.7337792749934838e+18,107201.71875
1.733779275075542e+18,107305.6484375
1.733779275209968e+18,107357.7265625
1.733779275272121e+18,107462.0859375
1.733779275411334e+18,107566.734375
1.733779275470492e+18,107619.171875
1.7337792755695903e+18,107724.265625
1.7337792756735498e+18,107829.65625
1.7337792758251715e+18,107882.4609375
1.733779275869868e+18,107988.2890625
1.7337792759718177e+18,108094.421875
1.7337792760727465e+18,108147.59375
1.7337792761704026e+18,108254.1640625
1.7337792762711926e+18,108361.03125
1.7337792763711905e+18,108414.578125
1.733779276474348e+18,108521.875
1.7337792765714842e+18,108629.46875
1.7337792766707028e+18,108683.3671875
1.733779276770653e+18,108791.3828125
1.7337792768738854e+18,108899.6796875
1.7337792769700293e+18,108953.9296875
1.7337792770727542e+18,109062.6328125
1.7337792771746314e+18,109171.6015625
1.7337792772722665e+18,109226.1875
1.7337792773836508e+18,109335.546875
1.7337792774874998e+18,109445.1640625
1.7337792775946097e+18,109500.0625
1.7337792776973338e+18,109610.046875
1.7337792777701996e+18,109720.265625
1.733779277911956e+18,109775.453125
1.7337792779698532e+18,109886.015625
1.7337792781115264e+18,109996.7890625
1.7337792781710423e+18,110052.2578125
1.73377927827018e+18,110163.34375
1.733779278370102e+18,110274.6328125
1.733779278525332e+18,110330.3515625
1.7337792785706388e+18,110441.921875
1.7337792787193155e+18,110553.671875
1.7337792787841408e+18,110609.6171875
1.7337792788910554e+18,110721.625
1.7337792789698803e+18,110833.7890625
1.733779279069813e+18,110889.9296875
1.7337792791700823e+18,111002.328125
1.7337792793087552e+18,111114.859375
1.7337792793697085e+18,111171.1796875
1.7337792794710177e+18,111283.90625
1.7337792795704013e+18,111396.7578125
1.7337792796642678e+18,111453.2265625
1.7337792797626092e+18,111566.25
1.7337792799304402e+18,111679.375
1.7337792799722716e+18,111735.9765625
1.7337792800719754e+18,111849.25
1.733779280169736e+18,111962.609375
1.7337792802710044e+18,112019.3203125
1.733779280370715e+18,112132.8046875
1.7337792805030052e+18,112246.3515625
1.733779280571477e+18,112303.15625
1.7337792806712548e+18,112416.8046875
1.7337792807644454e+18,112530.515625
1.7337792808649636e+18,112587.390625
1.7337792809751406e+18,112701.1796875
1.7337792810700104e+18,112815.015625
1.733779281173267e+18,112871.953125
1.7337792812864968e+18,112985.8515625
1.7337792813907942e+18,113099.78125
1.7337792814966065e+18,113156.765625
