1.7337792628975462e+18,8.612136698227246e-11,-0.0008996059186756611,-0.029944658279418945
1.7337792629742835e+18,5.21769120964688e-11,-0.0009031305089592934,-0.030001617968082428
1.7337792631014006e+18,9.989118560094212e-11,-0.0016230912879109383,-0.030017197132110596
1.7337792631724698e+18,1.4893351829581292e-10,-0.002358674071729183,-0.030135303735733032
1.7337792632706598e+18,1.795612269983593e-10,-0.0028943917714059353,-0.030245915055274963
1.7337792633726687e+18,1.8804986734455298e-10,-0.003273981623351574,-0.03011012077331543
1.7337792634718267e+18,1.8212929775440756e-10,-0.0035291635431349277,-0.029757574200630188
1.7337792636133617e+18,1.94598406833002e-10,-0.003685982432216406,-0.029665648937225342
1.7337792637153193e+18,2.2096773022450833e-10,-0.0037736636586487293,-0.02999378740787506
1.733779263775252e+18,2.440137258918895e-10,-0.0038074124604463577,-0.030050061643123627
1.7337792638696343e+18,2.554182421121709e-10,-0.003795286640524864,-0.029789671301841736
1.7337792639703567e+18,2.604703952524545e-10,-0.003741615917533636,-0.029801107943058014
1.7337792640880128e+18,2.5831217720373445e-10,-0.003658854868263006,-0.030027270317077637
1.7337792641756168e+18,2.5176494222733936e-10,-0.0035619535483419895,-0.030078254640102386
1.7337792642955205e+18,2.3847751551286933e-10,-0.0034582186490297318,-0.03005310148000717
1.733779264370997e+18,2.246459684940305e-10,-0.0033502173610031605,-0.029978156089782715
1.7337792644714504e+18,2.1108054193419434e-10,-0.003237107302993536,-0.029866114258766174
1.733779264571621e+18,2.0421879465271076e-10,-0.0031162104569375515,-0.03000032901763916
1.733779264709705e+18,1.9887164137699642e-10,-0.0029924390837550163,-0.03020438551902771
1.7337792648113523e+18,1.8616236330259994e-10,-0.0028717340901494026,-0.03028825670480728
1.7337792649142684e+18,1.6505888322804196e-10,-0.0027553136460483074,-0.030281424522399902
1.7337792649708495e+18,1.3541963383989497e-10,-0.002643352374434471,-0.030219286680221558
1.733779265072262e+18,9.713768678309975e-11,-0.0025364100001752377,-0.030133523046970367
1.7337792651667988e+18,5.0084866809463335e-11,-0.0024349954910576344,-0.030052408576011658
